OBJECTID,FID_CollegePoints_Buffer,school,longitude,latitude,zipcode,admission_rate_1996,admission_rate_1997,admission_rate_1998,admission_rate_1999,admission_rate_2000,admission_rate_2001,admission_rate_2002,admission_rate_2003,admission_rate_2004,admission_rate_2005,admission_rate_2006,admission_rate_2007,admission_rate_2008,admission_rate_2009,admission_rate_2010,admission_rate_2011,admission_rate_2012,admission_rate_2013,admission_rate_2014,admission_rate_2015,admission_rate_2016,undergrad_population_1996,undergrad_population_1997,undergrad_population_1998,undergrad_population_1999,undergrad_population_2000,undergrad_population_2001,undergrad_population_2002,undergrad_population_2003,undergrad_population_2004,undergrad_population_2005,undergrad_population_2006,undergrad_population_2007,undergrad_population_2008,undergrad_population_2009,undergrad_population_2010,undergrad_population_2011,undergrad_population_2012,undergrad_population_2013,undergrad_population_2014,undergrad_population_2015,undergrad_population_2016,Acre_Estimate,Radius_ft_,BUFF_DIST,ORIG_FID,FID_ZIP_Codes,OBJECTID_1,ZIP5,ShapeSTAre,ShapeSTLen,Shape_Length,Shape_Area
1,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,11,12,02115,19771296.03,34806.58402,0.015780616,1.44202E-05
2,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,26,27,02120,17329493.55,28148.29991,0.017428177,1.16633E-05
3,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,28,29,02215,25198308,37861.73131,0.006143478,1.85596E-06
4,5,Emmanuel College,-71.103634,42.340602,2115,,,,,,0.7278,0.702,0.635,0.665,0.6054,0.5957,0.5944,0.5599,0.5618,0.5576,0.5572,0.5001,0.6049,0.693,0.7841,0.714,1358,1350,1290,1303,,1271,1407,1628,1947,2009,2035,2139,2034,1997,2098,2029,2057,2040,1967,1865,1907,12.43241058,415.1899713,415.1899713,5,28,29,02215,25198308,37861.73131,0.004240089,8.15596E-07
5,6,Boston Baptist College,-71.1103,42.254037,2136,,,,,,0.7931,0.7619,0.8293,0.9756,0.8364,0.5789,0.9655,0.878,0.6,0.4474,0.5294,0.9787,0.8065,0.7391,0.9231,0.9286,93,110,115,110,,104,99,110,123,141,131,122,93,122,113,100,89,87,73,71,61,0.397680674,74.25683349,74.25683349,6,20,21,02136,128128953.3,65353.75783,0.004903036,1.839E-06
6,7,Bay State College,-71.076991,42.35176,2116,,,,,,,1,0.2172,0.8303,0.853,1,0.6716,0.7816,0.688,0.5758,0.7597,,0.5845,0.5041,,0.3859,740,755,581,761,,99,555,720,1092,737,772,354,745,753,1214,1225,1716,1196,1108,1064,884,5.763110098,282.6816651,282.6816651,7,23,24,02116,19117646.17,23262.91227,0.018476491,2.02327E-05
7,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,10,11,02119,44511498.52,37680.7021,0.001221629,4.60739E-08
8,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,26,27,02120,17329493.55,28148.29991,0.008666652,2.42057E-06
9,11,Fisher College,-71.074125,42.355253,2116,,,,,,,,,0.5019,0.6663,0.6522,0.5878,0.6166,0.5975,0.609,0.5891,0.639,0.6273,0.6557,0.7018,0.6849,2737,2327,2062,1426,,1272,1207,1305,1094,1073,1062,1201,1230,1557,1707,1581,1778,1733,1631,1608,1556,10.14411687,375.03889,375.03889,11,18,19,02114,12538634.21,27934.53142,0.013702441,5.16729E-06
10,11,Fisher College,-71.074125,42.355253,2116,,,,,,,,,0.5019,0.6663,0.6522,0.5878,0.6166,0.5975,0.609,0.5891,0.639,0.6273,0.6557,0.7018,0.6849,2737,2327,2062,1426,,1272,1207,1305,1094,1073,1062,1201,1230,1557,1707,1581,1778,1733,1631,1608,1556,10.14411687,375.03889,375.03889,11,19,20,02108,6162153.076,18485.04013,0.013865842,6.78152E-06
11,11,Fisher College,-71.074125,42.355253,2116,,,,,,,,,0.5019,0.6663,0.6522,0.5878,0.6166,0.5975,0.609,0.5891,0.639,0.6273,0.6557,0.7018,0.6849,2737,2327,2062,1426,,1272,1207,1305,1094,1073,1062,1201,1230,1557,1707,1581,1778,1733,1631,1608,1556,10.14411687,375.03889,375.03889,11,23,24,02116,19117646.17,23262.91227,0.023238644,1.5917E-05
12,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,3,4,02118,31161577.07,32353.40762,0.042717029,7.31955E-05
13,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,10,11,02119,44511498.52,37680.7021,0.030056924,1.44413E-05
14,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,11,12,02115,19771296.03,34806.58402,0.017875907,3.79226E-06
15,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,14,15,02199,1603177.364,5140.730822,0.003859291,6.73578E-07
16,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,23,24,02116,19117646.17,23262.91227,0.013669836,1.00484E-05
17,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,26,27,02120,17329493.55,28148.29991,0.036982642,3.93054E-05
18,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,28,29,02215,25198308,37861.73131,0.005857983,1.51115E-06
19,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,2,3,02110,6637283.754,18358.2135,0.017255902,1.25733E-05
20,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,5,6,02109,5536731.439,22538.30584,0.024536317,2.02716E-05
21,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,7,8,02113,2807327.853,8507.459971,0.007778471,2.23331E-06
22,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,18,19,02114,12538634.21,27934.53142,0.035686116,5.32491E-05
23,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,19,20,02108,6162153.076,18485.04013,0.040579882,2.74825E-05
24,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,21,22,02111,7823799.346,13814.87949,0.001456553,6.89424E-08
25,13,Suffolk University,-71.061788,42.358944,2108,,,,,,0.834,0.8448,0.8198,0.85,0.8239,0.8273,0.796,0.8192,0.8478,0.844,0.7899,0.7836,0.825,0.8391,0.8237,0.8442,2923,2909,3073,3160,,3293,3559,3893,4244,4595,4985,5290,5638,5532,5526,5640,5646,5535,5274,5352,5107,33.29434759,679.4452037,679.4452037,13,27,28,02203,864466.752,4052.846084,0.01278938,8.77691E-06
26,14,Berklee College of Music,-71.089405,42.346646,2215,,,,,,0.4332,0.9249,0.3197,0.7827,0.7868,0.5832,0.4877,0.4438,0.4249,0.3681,0.2801,0.4325,0.3617,0.4038,0.2881,0.3384,2865,2933,2953,3012,,3415,3519,3799,3882,4037,3894,4090,4054,4145,4275,4307,4447,4402,4743,5112,5972,38.93358994,734.7361493,734.7361493,14,11,12,02115,19771296.03,34806.58402,0.019045792,1.35651E-05
27,14,Berklee College of Music,-71.089405,42.346646,2215,,,,,,0.4332,0.9249,0.3197,0.7827,0.7868,0.5832,0.4877,0.4438,0.4249,0.3681,0.2801,0.4325,0.3617,0.4038,0.2881,0.3384,2865,2933,2953,3012,,3415,3519,3799,3882,4037,3894,4090,4054,4145,4275,4307,4447,4402,4743,5112,5972,38.93358994,734.7361493,734.7361493,14,14,15,02199,1603177.364,5140.730822,0.004954019,9.93007E-07
28,14,Berklee College of Music,-71.089405,42.346646,2215,,,,,,0.4332,0.9249,0.3197,0.7827,0.7868,0.5832,0.4877,0.4438,0.4249,0.3681,0.2801,0.4325,0.3617,0.4038,0.2881,0.3384,2865,2933,2953,3012,,3415,3519,3799,3882,4037,3894,4090,4054,4145,4275,4307,4447,4402,4743,5112,5972,38.93358994,734.7361493,734.7361493,14,23,24,02116,19117646.17,23262.91227,0.013648475,8.16763E-06
29,14,Berklee College of Music,-71.089405,42.346646,2215,,,,,,0.4332,0.9249,0.3197,0.7827,0.7868,0.5832,0.4877,0.4438,0.4249,0.3681,0.2801,0.4325,0.3617,0.4038,0.2881,0.3384,2865,2933,2953,3012,,3415,3519,3799,3882,4037,3894,4090,4054,4145,4275,4307,4447,4402,4743,5112,5972,38.93358994,734.7361493,734.7361493,14,28,29,02215,25198308,37861.73131,0.013143944,8.24743E-06
30,15,Emerson College,-71.065384,42.352202,2116,,,,,,0.4702,0.5238,0.4837,0.4815,0.4549,0.4721,0.4496,0.3693,0.4214,0.4718,0.4843,0.4843,0.4798,0.4918,0.4903,0.4806,3039,2983,2650,3135,,2949,2995,3009,3076,3165,3216,3293,3418,3460,3450,3571,3660,3720,3757,3783,3783,24.66272115,584.7761867,584.7761867,15,2,3,02110,6637283.754,18358.2135,0.000320851,2.91631E-09
31,15,Emerson College,-71.065384,42.352202,2116,,,,,,0.4702,0.5238,0.4837,0.4815,0.4549,0.4721,0.4496,0.3693,0.4214,0.4718,0.4843,0.4843,0.4798,0.4918,0.4903,0.4806,3039,2983,2650,3135,,2949,2995,3009,3076,3165,3216,3293,3418,3460,3450,3571,3660,3720,3757,3783,3783,24.66272115,584.7761867,584.7761867,15,3,4,02118,31161577.07,32353.40762,0.007047887,6.70711E-07
32,15,Emerson College,-71.065384,42.352202,2116,,,,,,0.4702,0.5238,0.4837,0.4815,0.4549,0.4721,0.4496,0.3693,0.4214,0.4718,0.4843,0.4843,0.4798,0.4918,0.4903,0.4806,3039,2983,2650,3135,,2949,2995,3009,3076,3165,3216,3293,3418,3460,3450,3571,3660,3720,3757,3783,3783,24.66272115,584.7761867,584.7761867,15,19,20,02108,6162153.076,18485.04013,0.014956389,6.4685E-06
33,15,Emerson College,-71.065384,42.352202,2116,,,,,,0.4702,0.5238,0.4837,0.4815,0.4549,0.4721,0.4496,0.3693,0.4214,0.4718,0.4843,0.4843,0.4798,0.4918,0.4903,0.4806,3039,2983,2650,3135,,2949,2995,3009,3076,3165,3216,3293,3418,3460,3450,3571,3660,3720,3757,3783,3783,24.66272115,584.7761867,584.7761867,15,21,22,02111,7823799.346,13814.87949,0.02432284,2.42956E-05
34,15,Emerson College,-71.065384,42.352202,2116,,,,,,0.4702,0.5238,0.4837,0.4815,0.4549,0.4721,0.4496,0.3693,0.4214,0.4718,0.4843,0.4843,0.4798,0.4918,0.4903,0.4806,3039,2983,2650,3135,,2949,2995,3009,3076,3165,3216,3293,3418,3460,3450,3571,3660,3720,3757,3783,3783,24.66272115,584.7761867,584.7761867,15,23,24,02116,19117646.17,23262.91227,0.032152118,4.58065E-05
35,16,Boston University,-71.107942,42.351118,2215,,,,,,0.4815,0.5798,0.5798,0.5175,0.5545,0.5666,0.5833,0.5861,0.543,0.5848,0.5797,0.4943,0.4561,0.3451,0.3262,0.2943,15073,15394,15671,15469,,15276,15953,15780,15953,16538,16479,16673,16474,16295,16624,16575,16466,16460,16457,16456,16512,107.6475949,1221.719057,1221.719057,16,0,1,02134,37219357.28,40794.1824,0.034076184,1.84344E-05
36,16,Boston University,-71.107942,42.351118,2215,,,,,,0.4815,0.5798,0.5798,0.5175,0.5545,0.5666,0.5833,0.5861,0.543,0.5848,0.5797,0.4943,0.4561,0.3451,0.3262,0.2943,15073,15394,15671,15469,,15276,15953,15780,15953,16538,16479,16673,16474,16295,16624,16575,16466,16460,16457,16456,16512,107.6475949,1221.719057,1221.719057,16,28,29,02215,25198308,37861.73131,0.078981795,0.00010428
37,17,University of Massachusetts-Boston,-71.036865,42.312881,2125,,,,,,0.5803,0.5466,0.5505,0.535,0.6049,0.6348,0.6126,0.6302,0.6152,0.5705,0.6844,0.6139,0.7141,0.7077,0.6905,0.6852,7821,7804,8161,8575,,9865,8415,7293,6849,7619,8108,8999,9564,10130,10745,11065,11457,11786,12108,12397,12210,79.60132838,1050.580511,1050.580511,17,1,2,02125,64760516.62,62224.52144,0.066162195,0.000167246
38,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,11,12,02115,19771296.03,34806.58402,0.011025413,5.19694E-06
39,5,Emmanuel College,-71.103634,42.340602,2115,,,,,,0.7278,0.702,0.635,0.665,0.6054,0.5957,0.5944,0.5599,0.5618,0.5576,0.5572,0.5001,0.6049,0.693,0.7841,0.714,1358,1350,1290,1303,,1271,1407,1628,1947,2009,2035,2139,2034,1997,2098,2029,2057,2040,1967,1865,1907,12.43241058,415.1899713,415.1899713,5,11,12,02115,19771296.03,34806.58402,0.011025413,5.19694E-06
40,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,28,29,02215,25198308,37861.73131,0.006296467,1.53625E-06
41,5,Emmanuel College,-71.103634,42.340602,2115,,,,,,0.7278,0.702,0.635,0.665,0.6054,0.5957,0.5944,0.5599,0.5618,0.5576,0.5572,0.5001,0.6049,0.693,0.7841,0.714,1358,1350,1290,1303,,1271,1407,1628,1947,2009,2035,2139,2034,1997,2098,2029,2057,2040,1967,1865,1907,12.43241058,415.1899713,415.1899713,5,28,29,02215,25198308,37861.73131,0.006296467,1.53625E-06
42,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,26,27,02120,17329493.55,28148.29991,0.009135638,3.26127E-06
43,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,26,27,02120,17329493.55,28148.29991,0.009135638,3.26127E-06
44,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,11,12,02115,19771296.03,34806.58402,0.007003265,2.5738E-06
45,10,Massachusetts College of Art and Design,-71.099275,42.336862,2115,,,,,,0.4626,0.4515,0.5257,0.5501,0.5573,0.6455,0.5621,0.5123,0.5119,0.6049,0.631,0.7069,0.6982,0.7294,0.7133,0.7087,1359,1418,1408,1465,,1466,1458,1482,1516,1547,1657,1687,1696,1772,1825,1850,1824,1861,1781,1736,1725,11.24588792,394.8808365,394.8808365,10,11,12,02115,19771296.03,34806.58402,0.007003265,2.5738E-06
46,1,MCPHS University,-71.101244,42.336825,2115,,,,,,0.6734,0.766,0.4793,0.6868,0.7648,0.7427,0.5956,0.7876,0.7679,0.8344,0.7956,0.8998,0.8921,0.8401,0.8656,0.8448,1344,1176,964,701,,115,1243,417,429,561,807,1075,1180,1404,1538,1849,3587,3808,3944,3877,3791,24.714876,585.3941802,585.3941802,1,26,27,02120,17329493.55,28148.29991,0.004023211,6.86825E-07
47,10,Massachusetts College of Art and Design,-71.099275,42.336862,2115,,,,,,0.4626,0.4515,0.5257,0.5501,0.5573,0.6455,0.5621,0.5123,0.5119,0.6049,0.631,0.7069,0.6982,0.7294,0.7133,0.7087,1359,1418,1408,1465,,1466,1458,1482,1516,1547,1657,1687,1696,1772,1825,1850,1824,1861,1781,1736,1725,11.24588792,394.8808365,394.8808365,10,26,27,02120,17329493.55,28148.29991,0.004023211,6.86825E-07
48,2,Wheelock College,-71.106412,42.341753,2215,,,,,,,0.7934,0.6683,0.7377,0.8176,0.744,0.6285,0.7372,0.75,0.7045,0.7066,0.6922,0.7318,0.8752,0.9542,0.8391,682,664,676,604,,135,144,139,609,675,713,787,819,746,828,872,866,839,867,809,721,4.700455181,255.2931374,255.2931374,2,28,29,02215,25198308,37861.73131,0.004129989,5.94209E-07
49,5,Emmanuel College,-71.103634,42.340602,2115,,,,,,0.7278,0.702,0.635,0.665,0.6054,0.5957,0.5944,0.5599,0.5618,0.5576,0.5572,0.5001,0.6049,0.693,0.7841,0.714,1358,1350,1290,1303,,1271,1407,1628,1947,2009,2035,2139,2034,1997,2098,2029,2057,2040,1967,1865,1907,12.43241058,415.1899713,415.1899713,5,28,29,02215,25198308,37861.73131,0.004129989,5.94209E-07
50,2,Wheelock College,-71.106412,42.341753,2215,,,,,,,0.7934,0.6683,0.7377,0.8176,0.744,0.6285,0.7372,0.75,0.7045,0.7066,0.6922,0.7318,0.8752,0.9542,0.8391,682,664,676,604,,135,144,139,609,675,713,787,819,746,828,872,866,839,867,809,721,4.700455181,255.2931374,255.2931374,2,28,29,02215,25198308,37861.73131,0.007031122,1.10051E-06
51,16,Boston University,-71.107942,42.351118,2215,,,,,,0.4815,0.5798,0.5798,0.5175,0.5545,0.5666,0.5833,0.5861,0.543,0.5848,0.5797,0.4943,0.4561,0.3451,0.3262,0.2943,15073,15394,15671,15469,,15276,15953,15780,15953,16538,16479,16673,16474,16295,16624,16575,16466,16460,16457,16456,16512,107.6475949,1221.719057,1221.719057,16,28,29,02215,25198308,37861.73131,0.007031122,1.10051E-06
52,3,Simmons College,-71.099967,42.3393,2115,,,,,,0.6938,0.7022,0.1868,0.6732,0.6722,0.5885,0.5741,0.545,0.5716,0.5396,0.4658,0.4831,0.4897,0.5216,0.5757,0.6362,1379,1251,1209,1235,,1275,1344,1555,1765,1846,2009,2039,2023,1930,1876,1807,1773,1710,1611,1706,1752,11.42191051,397.9592092,397.9592092,3,28,29,02215,25198308,37861.73131,0.005134425,1.32014E-06
53,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,28,29,02215,25198308,37861.73131,0.005134425,1.32014E-06
54,5,Emmanuel College,-71.103634,42.340602,2115,,,,,,0.7278,0.702,0.635,0.665,0.6054,0.5957,0.5944,0.5599,0.5618,0.5576,0.5572,0.5001,0.6049,0.693,0.7841,0.714,1358,1350,1290,1303,,1271,1407,1628,1947,2009,2035,2139,2034,1997,2098,2029,2057,2040,1967,1865,1907,12.43241058,415.1899713,415.1899713,5,11,12,02115,19771296.03,34806.58402,0.002412198,3.17407E-07
55,16,Boston University,-71.107942,42.351118,2215,,,,,,0.4815,0.5798,0.5798,0.5175,0.5545,0.5666,0.5833,0.5861,0.543,0.5848,0.5797,0.4943,0.4561,0.3451,0.3262,0.2943,15073,15394,15671,15469,,15276,15953,15780,15953,16538,16479,16673,16474,16295,16624,16575,16466,16460,16457,16456,16512,107.6475949,1221.719057,1221.719057,16,11,12,02115,19771296.03,34806.58402,0.002412198,3.17407E-07
56,5,Emmanuel College,-71.103634,42.340602,2115,,,,,,0.7278,0.702,0.635,0.665,0.6054,0.5957,0.5944,0.5599,0.5618,0.5576,0.5572,0.5001,0.6049,0.693,0.7841,0.714,1358,1350,1290,1303,,1271,1407,1628,1947,2009,2035,2139,2034,1997,2098,2029,2057,2040,1967,1865,1907,12.43241058,415.1899713,415.1899713,5,28,29,02215,25198308,37861.73131,0.011018976,5.219E-06
57,16,Boston University,-71.107942,42.351118,2215,,,,,,0.4815,0.5798,0.5798,0.5175,0.5545,0.5666,0.5833,0.5861,0.543,0.5848,0.5797,0.4943,0.4561,0.3451,0.3262,0.2943,15073,15394,15671,15469,,15276,15953,15780,15953,16538,16479,16673,16474,16295,16624,16575,16466,16460,16457,16456,16512,107.6475949,1221.719057,1221.719057,16,28,29,02215,25198308,37861.73131,0.011018976,5.219E-06
58,7,Bay State College,-71.076991,42.35176,2116,,,,,,,1,0.2172,0.8303,0.853,1,0.6716,0.7816,0.688,0.5758,0.7597,,0.5845,0.5041,,0.3859,740,755,581,761,,99,555,720,1092,737,772,354,745,753,1214,1225,1716,1196,1108,1064,884,5.763110098,282.6816651,282.6816651,7,23,24,02116,19117646.17,23262.91227,0.011607327,7.18417E-06
59,11,Fisher College,-71.074125,42.355253,2116,,,,,,,,,0.5019,0.6663,0.6522,0.5878,0.6166,0.5975,0.609,0.5891,0.639,0.6273,0.6557,0.7018,0.6849,2737,2327,2062,1426,,1272,1207,1305,1094,1073,1062,1201,1230,1557,1707,1581,1778,1733,1631,1608,1556,10.14411687,375.03889,375.03889,11,23,24,02116,19117646.17,23262.91227,0.011607327,7.18417E-06
60,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,3,4,02118,31161577.07,32353.40762,0.00390891,7.97931E-07
61,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,3,4,02118,31161577.07,32353.40762,0.00390891,7.97931E-07
62,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,10,11,02119,44511498.52,37680.7021,0.004311557,4.21362E-07
